,Molecule,OF Molecule Name,Geometry,Charge,Multiplicity,Basis Set,Number of Qubits,Method,Energy,Orbital Energies,Time
2740,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.565565565565565]]]",0,1,sto-3g,4.0,hf,-0.5934503203103153,"[-0.12684809824105753, -0.03171821371851665]",0.03379200000000537
2741,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.565565565565565]]]",0,1,sto-3g,4.0,mp2,-1.2000970518167857,"[-0.12684809824105753, -0.03171821371851665]",0.03282800000000918
2742,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.565565565565565]]]",0,1,sto-3g,4.0,cisd,-0.9331637017774731,"[-0.12684809824105753, -0.03171821371851665]",0.03411800000000653
2743,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.565565565565565]]]",0,1,sto-3g,4.0,ccsd,-0.9331636928189255,"[-0.12684809824105753, -0.03171821371851665]",0.03358799999999462
2744,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.565565565565565]]]",0,1,sto-3g,4.0,fci,-0.9331637017774731,"[-0.12684809824105753, -0.03171821371851665]",0.03310600000000363
2745,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.575575575575575]]]",0,1,sto-3g,4.0,hf,-0.5933635054611832,"[-0.12676187791316273, -0.03180415888728052]",0.033596000000002846
2746,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.575575575575575]]]",0,1,sto-3g,4.0,mp2,-1.2014155331273357,"[-0.12676187791316273, -0.03180415888728052]",0.033495999999999526
2747,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.575575575575575]]]",0,1,sto-3g,4.0,cisd,-0.9331637016239176,"[-0.12676187791316273, -0.03180415888728052]",0.0332300000000032
2748,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.575575575575575]]]",0,1,sto-3g,4.0,ccsd,-0.9331636324744728,"[-0.12676187791316273, -0.03180415888728052]",0.03365800000000263
2749,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.575575575575575]]]",0,1,sto-3g,4.0,fci,-0.9331637016239176,"[-0.12676187791316273, -0.03180415888728052]",0.03356200000000342
2750,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.585585585585585]]]",0,1,sto-3g,4.0,hf,-0.5932770372200458,"[-0.12667598801802485, -0.0318897819625307]",0.03393800000000624
2751,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.585585585585585]]]",0,1,sto-3g,4.0,mp2,-1.2027342503043021,"[-0.12667598801802485, -0.0318897819625307]",0.03358800000000883
2752,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.585585585585585]]]",0,1,sto-3g,4.0,cisd,-0.9331637014789214,"[-0.12667598801802485, -0.0318897819625307]",0.03401999999999816
2753,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.585585585585585]]]",0,1,sto-3g,4.0,ccsd,-0.9331636953464832,"[-0.12667598801802485, -0.0318897819625307]",0.03406999999999982
2754,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.585585585585585]]]",0,1,sto-3g,4.0,fci,-0.9331637014789214,"[-0.12667598801802485, -0.0318897819625307]",0.0337379999999996
2755,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.595595595595595]]]",0,1,sto-3g,4.0,hf,-0.5931909128990605,"[-0.12659042627314943, -0.03197508499150156]",0.03304399999998964
2756,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.595595595595595]]]",0,1,sto-3g,4.0,mp2,-1.2040532040128389,"[-0.12659042627314943, -0.03197508499150156]",0.03337799999999902
2757,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.595595595595595]]]",0,1,sto-3g,4.0,cisd,-0.9331637013420255,"[-0.12659042627314943, -0.03197508499150156]",0.03336199999999678
2758,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.595595595595595]]]",0,1,sto-3g,4.0,ccsd,-0.9331636789583848,"[-0.12659042627314943, -0.03197508499150156]",0.03378399999999715
2759,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.595595595595595]]]",0,1,sto-3g,4.0,fci,-0.9331637013420253,"[-0.12659042627314943, -0.03197508499150156]",0.0344999999999942
2760,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.605605605605605]]]",0,1,sto-3g,4.0,hf,-0.5931051298466367,"[-0.12650519042306743, -0.032060070000471216]",0.03285400000000038
2761,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.605605605605605]]]",0,1,sto-3g,4.0,mp2,-1.205372394896316,"[-0.12650519042306743, -0.032060070000471216]",0.03345000000000198
2762,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.605605605605605]]]",0,1,sto-3g,4.0,cisd,-0.9331637012127929,"[-0.12650519042306743, -0.032060070000471216]",0.033340000000009695
2763,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.605605605605605]]]",0,1,sto-3g,4.0,ccsd,-0.9331636974603532,"[-0.12650519042306743, -0.032060070000471216]",0.033699999999996066
2764,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.605605605605605]]]",0,1,sto-3g,4.0,fci,-0.9331637012127929,"[-0.12650519042306743, -0.032060070000471216]",0.03436600000000567
2765,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.615615615615615]]]",0,1,sto-3g,4.0,hf,-0.5930196854468112,"[-0.12642027823889612, -0.032144738995045975]",0.032882000000000744
2766,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.615615615615615]]]",0,1,sto-3g,4.0,mp2,-1.2066918235763224,"[-0.12642027823889612, -0.032144738995045975]",0.03292000000000428
2767,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.615615615615615]]]",0,1,sto-3g,4.0,cisd,-0.9331637010908109,"[-0.12642027823889612, -0.032144738995045975]",0.03254400000000146
2768,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.615615615615615]]]",0,1,sto-3g,4.0,ccsd,-0.9331636824522032,"[-0.12642027823889612, -0.032144738995045975]",0.033847999999991885
2769,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.615615615615615]]]",0,1,sto-3g,4.0,fci,-0.9331637010908107,"[-0.12642027823889612, -0.032144738995045975]",0.034357999999997446
2770,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.625625625625625]]]",0,1,sto-3g,4.0,hf,-0.5929345771186404,"[-0.12633568751792013, -0.032229093960455604]",0.03286400000000356
2771,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.625625625625625]]]",0,1,sto-3g,4.0,mp2,-1.2080114906526451,"[-0.12633568751792013, -0.032229093960455604]",0.03322400000000414
2772,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.625625625625625]]]",0,1,sto-3g,4.0,cisd,-0.9331637009756871,"[-0.12633568751792013, -0.032229093960455604]",0.035092000000005896
2773,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.625625625625625]]]",0,1,sto-3g,4.0,ccsd,-0.9331637008359037,"[-0.12633568751792013, -0.032229093960455604]",0.03436599999999146
2774,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.625625625625625]]]",0,1,sto-3g,4.0,fci,-0.9331637009756876,"[-0.12633568751792013, -0.032229093960455604]",0.03421000000000163
2775,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.635635635635635]]]",0,1,sto-3g,4.0,hf,-0.5928498023156007,"[-0.12625141608317053, -0.032313136861834194]",0.0334840000000014
2776,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.635635635635635]]]",0,1,sto-3g,4.0,mp2,-1.2093313967033221,"[-0.12625141608317053, -0.032313136861834194]",0.03375400000000184
2777,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.635635635635635]]]",0,1,sto-3g,4.0,cisd,-0.9331637008670502,"[-0.12625141608317053, -0.032313136861834194]",0.033140000000003056
2778,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.635635635635635]]]",0,1,sto-3g,4.0,ccsd,-0.9331637005541411,"[-0.12625141608317053, -0.032313136861834194]",0.03376400000000501
2779,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.635635635635635]]]",0,1,sto-3g,4.0,fci,-0.9331637008670502,"[-0.12625141608317053, -0.032313136861834194]",0.03996400000001188
2780,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.645645645645645]]]",0,1,sto-3g,4.0,hf,-0.5927653585249998,"[-0.1261674617830178, -0.03239686964450299]",0.034053999999997586
2781,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.645645645645645]]]",0,1,sto-3g,4.0,mp2,-1.210651542284654,"[-0.1261674617830178, -0.03239686964450299]",0.034431999999995355
2782,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.645645645645645]]]",0,1,sto-3g,4.0,cisd,-0.9331637007645469,"[-0.1261674617830178, -0.03239686964450299]",0.03336199999999678
2783,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.645645645645645]]]",0,1,sto-3g,4.0,ccsd,-0.9331636822394731,"[-0.1261674617830178, -0.03239686964450299]",0.033262000000007674
2784,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.645645645645645]]]",0,1,sto-3g,4.0,fci,-0.9331637007645469,"[-0.1261674617830178, -0.03239686964450299]",0.033312000000009334
2785,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.655655655655655]]]",0,1,sto-3g,4.0,hf,-0.5926812432673969,"[-0.12608382249076605, -0.03248029423424347]",0.032758000000001175
2786,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.655655655655655]]]",0,1,sto-3g,4.0,mp2,-1.211971927931248,"[-0.12608382249076605, -0.03248029423424347]",0.03424600000001021
2787,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.655655655655655]]]",0,1,sto-3g,4.0,cisd,-0.933163700667843,"[-0.12608382249076605, -0.03248029423424347]",0.03274399999999389
2788,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.655655655655655]]]",0,1,sto-3g,4.0,ccsd,-0.9331636995608497,"[-0.12608382249076605, -0.03248029423424347]",0.03376799999999491
2789,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.655655655655655]]]",0,1,sto-3g,4.0,fci,-0.9331637006678428,"[-0.12608382249076605, -0.03248029423424347]",0.03315200000000118
2790,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.665665665665665]]]",0,1,sto-3g,4.0,hf,-0.5925974540960384,"[-0.12600049610425865, -0.03256341253757075]",0.03319599999998957
2791,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.665665665665665]]]",0,1,sto-3g,4.0,mp2,-1.2132925541560882,"[-0.12600049610425865, -0.03256341253757075]",0.03490400000001159
2792,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.665665665665665]]]",0,1,sto-3g,4.0,cisd,-0.9331637005766229,"[-0.12600049610425865, -0.03256341253757075]",0.03403399999999124
2793,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.665665665665665]]]",0,1,sto-3g,4.0,ccsd,-0.9331636530101315,"[-0.12600049610425865, -0.03256341253757075]",0.03300399999999115
2794,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.665665665665665]]]",0,1,sto-3g,4.0,fci,-0.9331637005766227,"[-0.12600049610425865, -0.03256341253757075]",0.033140000000003056
2795,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.675675675675675]]]",0,1,sto-3g,4.0,hf,-0.592513988596295,"[-0.125917480545487, -0.03264622644199955]",0.0332339999999931
2796,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.675675675675675]]]",0,1,sto-3g,4.0,mp2,-1.2146134214505584,"[-0.125917480545487, -0.03264622644199955]",0.03347200000000328
2797,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.675675675675675]]]",0,1,sto-3g,4.0,cisd,-0.9331637004905856,"[-0.125917480545487, -0.03264622644199955]",0.03340200000000948
2798,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.675675675675675]]]",0,1,sto-3g,4.0,ccsd,-0.9331636976281401,"[-0.125917480545487, -0.03264622644199955]",0.03296600000000183
2799,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.675675675675675]]]",0,1,sto-3g,4.0,fci,-0.9331637004905856,"[-0.125917480545487, -0.03264622644199955]",0.03315200000000118
2800,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.6956956956956954]]]",0,1,sto-3g,4.0,hf,-0.5923480191104864,"[-0.12575237371756537, -0.03281094851078788]",0.03373200000000054
2801,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.6956956956956954]]]",0,1,sto-3g,4.0,mp2,-1.2172558811065382,"[-0.12575237371756537, -0.03281094851078788]",0.03375800000000595
2802,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.6956956956956954]]]",0,1,sto-3g,4.0,cisd,-0.9331637003329412,"[-0.12575237371756537, -0.03281094851078788]",0.033794000000000324
2803,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.6956956956956954]]]",0,1,sto-3g,4.0,ccsd,-0.9331636942781993,"[-0.12575237371756537, -0.03281094851078788]",0.03389399999998943
2804,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.6956956956956954]]]",0,1,sto-3g,4.0,fci,-0.9331637003329412,"[-0.12575237371756537, -0.03281094851078788]",0.03515400000000568
2805,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7057057057057055]]]",0,1,sto-3g,4.0,hf,-0.5922655104509023,"[-0.12567027840972428, -0.03289286035751886]",0.034252000000009275
2806,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7057057057057055]]]",0,1,sto-3g,4.0,mp2,-1.21857747434365,"[-0.12567027840972428, -0.03289286035751886]",0.032934000000011565
2807,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7057057057057055]]]",0,1,sto-3g,4.0,cisd,-0.9331637002608093,"[-0.12567027840972428, -0.03289286035751886]",0.033299999999997
2808,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7057057057057055]]]",0,1,sto-3g,4.0,ccsd,-0.9331636919118607,"[-0.12567027840972428, -0.03289286035751886]",0.03401999999999816
2809,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7057057057057055]]]",0,1,sto-3g,4.0,fci,-0.9331637002608093,"[-0.12567027840972428, -0.03289286035751886]",0.033287999999998874
2810,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7157157157157155]]]",0,1,sto-3g,4.0,hf,-0.5921833161148475,"[-0.1255884858515025, -0.03297447517059937]",0.03210400000000391
2811,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7157157157157155]]]",0,1,sto-3g,4.0,mp2,-1.219899310401773,"[-0.1255884858515025, -0.03297447517059937]",0.033720000000002415
2812,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7157157157157155]]]",0,1,sto-3g,4.0,cisd,-0.9331637001928104,"[-0.1255884858515025, -0.03297447517059937]",0.035796000000004824
2813,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7157157157157155]]]",0,1,sto-3g,4.0,ccsd,-0.9331636889920771,"[-0.1255884858515025, -0.03297447517059937]",0.03454600000000596
2814,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7157157157157155]]]",0,1,sto-3g,4.0,fci,-0.9331637001928104,"[-0.1255884858515025, -0.03297447517059937]",0.03474599999999839
2815,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7257257257257255]]]",0,1,sto-3g,4.0,hf,-0.5921014338402806,"[-0.12550699408001328, -0.03305579474640107]",0.033085999999997284
2816,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7257257257257255]]]",0,1,sto-3g,4.0,mp2,-1.2212213896656914,"[-0.12550699408001328, -0.03305579474640107]",0.034404000000009205
2817,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7257257257257255]]]",0,1,sto-3g,4.0,cisd,-0.9331637001287165,"[-0.12550699408001328, -0.03305579474640107]",0.0328140000000019
2818,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7257257257257255]]]",0,1,sto-3g,4.0,ccsd,-0.9331636854421778,"[-0.12550699408001328, -0.03305579474640107]",0.033749999999997726
2819,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7257257257257255]]]",0,1,sto-3g,4.0,fci,-0.9331637001287165,"[-0.12550699408001328, -0.03305579474640107]",0.03411400000000242
2820,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7357357357357355]]]",0,1,sto-3g,4.0,hf,-0.5920198613941364,"[-0.125425801154315, -0.03313682086381176]",0.034105999999994197
2821,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7357357357357355]]]",0,1,sto-3g,4.0,mp2,-1.2225437124991383,"[-0.125425801154315, -0.03313682086381176]",0.0343599999999924
2822,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7357357357357355]]]",0,1,sto-3g,4.0,cisd,-0.9331637000683125,"[-0.125425801154315, -0.03313682086381176]",0.034403999999994994
2823,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7357357357357355]]]",0,1,sto-3g,4.0,ccsd,-0.9331636811768701,"[-0.125425801154315, -0.03313682086381176]",0.034705999999999904
2824,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7357357357357355]]]",0,1,sto-3g,4.0,fci,-0.9331637000683125,"[-0.125425801154315, -0.03313682086381176]",0.03322599999999909
2825,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7457457457457455]]]",0,1,sto-3g,4.0,hf,-0.5919385965718297,"[-0.12534490515506483, -0.033217555284474815]",0.03269599999998718
2826,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7457457457457455]]]",0,1,sto-3g,4.0,mp2,-1.2238662792449788,"[-0.12534490515506483, -0.033217555284474815]",0.03355799999999931
2827,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7457457457457455]]]",0,1,sto-3g,4.0,cisd,-0.9331637000113912,"[-0.12534490515506483, -0.033217555284474815]",0.033671999999995705
2828,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7457457457457455]]]",0,1,sto-3g,4.0,ccsd,-0.9331636760989245,"[-0.12534490515506483, -0.033217555284474815]",0.0348419999999976
2829,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7457457457457455]]]",0,1,sto-3g,4.0,fci,-0.9331637000113912,"[-0.12534490515506483, -0.033217555284474815]",0.03344800000000703
2830,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7557557557557555]]]",0,1,sto-3g,4.0,hf,-0.591857637196769,"[-0.12526430418417922, -0.033297999753023506]",0.032679999999999154
2831,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7557557557557555]]]",0,1,sto-3g,4.0,mp2,-1.2251890902253129,"[-0.12526430418417922, -0.033297999753023506]",0.03424400000000105
2832,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7557557557557555]]]",0,1,sto-3g,4.0,cisd,-0.9331636999577584,"[-0.12526430418417922, -0.033297999753023506]",0.0334800000000115
2833,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7557557557557555]]]",0,1,sto-3g,4.0,ccsd,-0.9331636808955632,"[-0.12526430418417922, -0.033297999753023506]",0.033366000000000895
2834,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7557557557557555]]]",0,1,sto-3g,4.0,fci,-0.9331636999577588,"[-0.12526430418417922, -0.033297999753023506]",0.03348800000000551
2835,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7657657657657655]]]",0,1,sto-3g,4.0,hf,-0.5917769811198866,"[-0.1251839963644985, -0.033378155997311844]",0.03254599999999641
2836,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7657657657657655]]]",0,1,sto-3g,4.0,mp2,-1.2265121457416048,"[-0.1251839963644985, -0.033378155997311844]",0.03419599999999434
2837,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7657657657657655]]]",0,1,sto-3g,4.0,cisd,-0.9331636999072341,"[-0.1251839963644985, -0.033378155997311844]",0.03357800000000566
2838,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7657657657657655]]]",0,1,sto-3g,4.0,ccsd,-0.9331636997620234,"[-0.1251839963644985, -0.033378155997311844]",0.03354999999999109
2839,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7657657657657655]]]",0,1,sto-3g,4.0,fci,-0.9331636999072344,"[-0.1251839963644985, -0.033378155997311844]",0.03376599999999996
2840,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7757757757757755]]]",0,1,sto-3g,4.0,hf,-0.5916966262191607,"[-0.12510397983945873, -0.03345802572864301]",0.03292999999999324
2841,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7757757757757755]]]",0,1,sto-3g,4.0,mp2,-1.2278354460748362,"[-0.12510397983945873, -0.03345802572864301]",0.034080000000003
2842,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7757757757757755]]]",0,1,sto-3g,4.0,cisd,-0.9331636998596408,"[-0.12510397983945873, -0.03345802572864301]",0.034300000000001774
2843,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7757757757757755]]]",0,1,sto-3g,4.0,ccsd,-0.9331636996432653,"[-0.12510397983945873, -0.03345802572864301]",0.036302000000006274
2844,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7757757757757755]]]",0,1,sto-3g,4.0,fci,-0.9331636998596405,"[-0.12510397983945873, -0.03345802572864301]",0.03436399999999651
2845,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7857857857857855]]]",0,1,sto-3g,4.0,hf,-0.5916165703991644,"[-0.12502425277277135, -0.03353761064199644]",0.032912000000010266
2846,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7857857857857855]]]",0,1,sto-3g,4.0,mp2,-1.2291589914856669,"[-0.12502425277277135, -0.03353761064199644]",0.034252000000009275
2847,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7857857857857855]]]",0,1,sto-3g,4.0,cisd,-0.9331636998148167,"[-0.12502425277277135, -0.03353761064199644]",0.03356200000000342
2848,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7857857857857855]]]",0,1,sto-3g,4.0,ccsd,-0.9331636995377306,"[-0.12502425277277135, -0.03353761064199644]",0.0333259999999882
2849,H2,H2_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 5.7857857857857855]]]",0,1,sto-3g,4.0,fci,-0.9331636998148167,"[-0.12502425277277135, -0.03353761064199644]",0.03337400000000912
